Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
beae2fd20bdf87da44d62c9884c26bf994f1eff7,"fix: add proper namespace support for Pydantic model_rebuild() with union types

- Add required imports (Optional, Union, etc.) to module namespace before exec()
- Use _types_namespace parameter in model_rebuild() to resolve forward references
- Fix handling of JSON schema union types like ['string', 'null']
- Now properly supports schemas with Optional fields and union types

This resolves the 'Optional is not defined' error when using structured
output schemas with nullable fields in the evaluation system.",['25e0dc55e74fa74be0f23087b22af48bcca6dad3'],False,['eval/service.py']
c376c1ae3bd9058da90310877b38616d40ba09e7,"eval-judge-improvements (#2168)

Auto-generated PR for branch: eval-judge-improvements
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Improved the eval judge system by updating the evaluation prompt for
clarity and adding more detailed scoring guidelines. Also fixed output
formatting to avoid unnecessary truncation messages when content is
fully shown.

- **Prompt and Scoring Updates**
  - Rewrote evaluation criteria and scoring scale for better guidance.
- Added clear failure conditions, error categories, and actionable
improvement tips.
  - Improved JSON response instructions and structure.

- **Output Formatting**
- Only adds ""[cut for eval system]"" when content is actually truncated.

<!-- End of auto-generated description by cubic. -->","['beae2fd20bdf87da44d62c9884c26bf994f1eff7', 'e22122a01e89d5f93d067f6fb07cbe723f4e98f4']",True,[]
b7fff509f9cefa6a41e3c41e09deb71c6c01ef49,"Refactor JudgeResult to use Pydantic model and streamline evaluation process

- Replaced dataclass ScoreBreakdown with Pydantic's BaseModel for JudgeResult.
- Updated scoring guidelines to reflect percentage-based final scores.
- Removed unnecessary fields and improved JSON response structure.
- Enhanced error handling and logging for evaluation failures.
- Simplified parsing logic for structured responses from the model.",['c376c1ae3bd9058da90310877b38616d40ba09e7'],False,['eval/judge_system.py']
6d4cbf70d845575570a04477dd42a7f883a2f85c,"judge-new-output-format (#2169)

Auto-generated PR for branch: judge-new-output-format
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Refactored the judge system to use a simpler, percentage-based scoring
format and a Pydantic model for JudgeResult, removing unnecessary fields
and streamlining evaluation logic.

- **Refactors**
  - Replaced dataclasses with a single Pydantic JudgeResult model.
  - Removed detailed score breakdown and extra metadata fields.
- Updated scoring to use only a final_score (0-100) representing percent
task completion.
- Simplified JSON parsing and error handling in the evaluation process.

<!-- End of auto-generated description by cubic. -->","['c376c1ae3bd9058da90310877b38616d40ba09e7', 'b7fff509f9cefa6a41e3c41e09deb71c6c01ef49']",True,[]
7fe23c2d824983ebb1e30f972bd13b26df310e89,"Enhance error handling and logging in judge system evaluation

- Improved logging to capture the structure of unexpected responses from the model.
- Updated response handling to correctly extract the JudgeResult from the completion attribute.
- Enhanced fallback mechanism for invalid response structures, providing clearer error messages.

These changes aim to increase robustness and clarity in the evaluation process.",['6d4cbf70d845575570a04477dd42a7f883a2f85c'],False,['eval/judge_system.py']
344b35aa79714015143b59edbc282db9131ccf53,"Refactor response handling in judge system evaluation

- Simplified the extraction of JudgeResult from the model's response by removing unnecessary error handling and logging for unexpected response structures.
- This change streamlines the evaluation process, ensuring that valid responses are directly returned without additional checks.

These modifications aim to enhance the clarity and efficiency of the evaluation logic.",['7fe23c2d824983ebb1e30f972bd13b26df310e89'],False,['eval/judge_system.py']
09d25e5198720bddc59773a659768bc7b2d0fc53,"fix-judge-format (#2170)

Auto-generated PR for branch: fix-judge-format
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Improved how the judge system handles and logs model responses, making
error messages clearer and extracting results more reliably.

- **Bug Fixes**
- Fixed extraction of JudgeResult from the model's completion attribute.
  - Enhanced error logging for unexpected response structures.

<!-- End of auto-generated description by cubic. -->","['6d4cbf70d845575570a04477dd42a7f883a2f85c', '344b35aa79714015143b59edbc282db9131ccf53']",True,[]
cc1a1f9d027e1474a3d9f4987f850b8a0d6ef611,"Make login tasks in eval be evaluated by presence of login cookie instead of webjudge (#2012)


    
<!-- This is an auto-generated description by cubic. -->

## Summary by cubic
Login tasks are now evaluated by checking for the presence of a specific
login cookie in the browser, instead of using webjudge.

- **Bug Fixes**
- Added logic to detect and score login success based on saved browser
cookies.
- Supports both exact and substring cookie matching for flexible
evaluation.

<!-- End of auto-generated description by cubic. -->","['09d25e5198720bddc59773a659768bc7b2d0fc53', '3f49254e8a746c03d03af4a4249b867b1fa16b98']",True,[]
9f8a91a812ed6b80e3c4ab58fa4156cb77adfd57,Merge remote-tracking branch 'origin/main' into gregor/eng-238-fix-token-counts-on-eval-platform,"['b37e026f89ba3cdfc2e92afe18fce226bf9c2902', 'cc1a1f9d027e1474a3d9f4987f850b8a0d6ef611']",True,[]
ea152c2c1e0a91418549f7361c133e448d3d8d97,"Fix judge system for structured output

- Convert JudgeResult from dataclass to Pydantic BaseModel for structured output compatibility
- Remove ScoreBreakdown class and simplify JudgeResult structure
- Update system prompt to clarify final_score as percentage of task completion
- Add specific examples for task completion scoring
- Fix ChatInvokeCompletion response handling for structured output
- Add Cloudflare challenge scoring rule (score = 0)
- Simplify response extraction logic",['cc1a1f9d027e1474a3d9f4987f850b8a0d6ef611'],False,['eval/judge_system.py']
0cc84f982cadcca6e58b7f45943fb50638644058,"Fix judge system for structured output compatibility (#2172)

## Overview
This PR fixes the judge system to work with structured output by
converting it to use Pydantic models and properly handling the response
format.

## Changes Made
- **Convert JudgeResult to Pydantic BaseModel**: Changed from dataclass
to BaseModel for structured output compatibility with
`output_format=JudgeResult`
- **Simplify JudgeResult structure**: Removed ScoreBreakdown class and
streamlined to essential fields only
- **Update scoring methodology**: Clarified that `final_score`
represents percentage of task completion with concrete examples
- **Fix response handling**: Properly extract JudgeResult from
ChatInvokeCompletion response object
- **Add Cloudflare challenge rule**: Tasks blocked by Cloudflare
challenges now automatically score 0
- **Improve system prompt**: Added clear guidance on task completion
percentage scoring

## Benefits
- ✅ Structured output now works correctly with `await
model.ainvoke(messages, output_format=JudgeResult)`
- ✅ More objective scoring based on actual task completion percentage
- ✅ Simplified and cleaner code structure
- ✅ Better error handling and logging

## Testing
- [x] JudgeResult can be imported and instantiated correctly
- [x] Pydantic serialization works with `model_dump()`
- [x] File compiles without syntax errors
- [x] Response handling logic verified with mock ChatInvokeCompletion
objects

Fixes the issue where judge evaluation was failing with: `Expected
JudgeResult but got <class
'browser_use.llm.views.ChatInvokeCompletion'>`
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Updated the judge system to support structured output using Pydantic
models and improved task scoring rules for clearer, more objective
results.

- **Bug Fixes**
  - Fixed response handling to extract JudgeResult from model output.
  - Tasks blocked by Cloudflare now score 0.

- **Refactors**
- Converted JudgeResult to a Pydantic BaseModel and removed unnecessary
fields.
- Clarified scoring as a percentage of task completion with concrete
examples.

<!-- End of auto-generated description by cubic. -->","['cc1a1f9d027e1474a3d9f4987f850b8a0d6ef611', 'ea152c2c1e0a91418549f7361c133e448d3d8d97']",True,[]
5ba0c7e0bb93f263f694fd2a84022549d336dcd6,Merge branch 'main' into fix-screenshot-changes-screen-size,"['de816574f0416d29f409de48f80de1adbb4b05c0', 'bf23cd4c2f7ca92fdc524311813d1605af6b0a22']",True,[]
b9a46bcd74bb9c75bf4d79b1db85f32c0b12592f,"fix-screenshot-changes-screen-size (#2174)

Auto-generated PR for branch: fix-screenshot-changes-screen-size
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Simplified the screenshot logic to use Playwright’s default screenshot
method, removing custom viewport and clipping code that caused screen
size issues. This prevents dimension drift and makes screenshots more
reliable.

<!-- End of auto-generated description by cubic. -->","['bf23cd4c2f7ca92fdc524311813d1605af6b0a22', '5ba0c7e0bb93f263f694fd2a84022549d336dcd6']",True,[]
2c884040c43f9d76670630c0a1d2b2d6f1c2c557,Merge branch 'main' into gregor/eng-238-fix-token-counts-on-eval-platform,"['d7c8dc99a877883c22918e704f7f9b5841a8fc31', 'b9a46bcd74bb9c75bf4d79b1db85f32c0b12592f']",True,[]
df2e65fcd9205e994bc30bb6534274a05ca3a144,Added logging for format data in TaskResult to enhance debugging capabilities.,['0c68eb47cc11c87ce21719b39b9c25a971b35a83'],False,['eval/service.py']
01be75c20f1884faff59dd8489fbfaf1c31fcfbb,Enhanced logging in TaskResult to include token usage details for improved debugging and monitoring of resource consumption.,['df2e65fcd9205e994bc30bb6534274a05ca3a144'],False,['eval/service.py']
dfa4c661c5652816b347e7a396e753e66667b35e,"log-token-usage-specific (#2177)

Auto-generated PR for branch: log-token-usage-specific
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Added logging for token usage and usage details in the format history
stage to help with debugging and monitoring.

<!-- End of auto-generated description by cubic. -->","['90b9af8c3c74352cb2c315c4acd2e01b06c06d56', '868eeacd4ae6b98129fc7832d08822f79a8c8ced']",True,[]
98ed96664a81569be4880fef8d3f2d2275704f9a,Merge branch 'main' into fix-usage-count-to-json,"['8968a24dc54e308177d9eb826136cd4b71db1ddc', '27711cd181b7d977e7de0f286876cf1ccc616084']",True,[]
02804226a471d0aae062089e62434fb3c458fc8a,"fix-usage-count-to-json (#2183)

Auto-generated PR for branch: fix-usage-count-to-json
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Fixed the usage field in the server payload to always return a JSON
string when usage data is a dictionary. This ensures consistent data
formatting for downstream processing.

<!-- End of auto-generated description by cubic. -->","['27711cd181b7d977e7de0f286876cf1ccc616084', '98ed96664a81569be4880fef8d3f2d2275704f9a']",True,[]
0f7b60be7c94dd1f156a5a5f6825b618580b7b01,"Fix eval (#2184)

Fixes evaluation system
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Fixed the evaluation system so it can download files during browser
sessions.

<!-- End of auto-generated description by cubic. -->","['02804226a471d0aae062089e62434fb3c458fc8a', '63179e4450b31e92d61706697742221a39a5a45f']",True,[]
74dffc96dc03f7ec4dd81bb8319a6a065b3fc6fc,fix,['dd0f65b956276ba27f3e2803a2d338af1fa7b2ff'],False,['examples/custom-functions/save_pdf.py']
087f89333b072460688d46278f6e9d8acd7ee7de,fix tests,['649b2d5277c75d2cd940a11bf1fcdfa91922b90a'],False,['tests/ci/test_controller.py']
4bf3ca302b688b818741b96e23b2b1f27dbe8eec,fix more tests,['087f89333b072460688d46278f6e9d8acd7ee7de'],False,"['tests/ci/test_browser_session_output_paths.py', 'tests/ci/test_browser_session_ownership.py', 'tests/ci/test_sequential_agents_simple.py', 'tests/old/test_google_sheets_real.py']"
6ab1093627ed4b8daaf42b7fc7db67a364257be9,fix more tests,['4bf3ca302b688b818741b96e23b2b1f27dbe8eec'],False,"['browser_use/agent/system_prompt.md', 'browser_use/agent/system_prompt_no_thinking.md', 'docs/customize/agent-settings.mdx', 'docs/customize/custom-functions.mdx', 'examples/features/initial_actions.py', 'tests/ci/test_agent_multiprocessing.py', 'tests/ci/test_browser_session_start.py', 'tests/old/test_agent_actions.py', 'tests/old/test_core_functionality.py', 'tests/old/test_excluded_actions.py', 'tests/old/test_wait_for_element.py']"
c9fe4c6f505bd70a0d524bd85ec33d5e5767fcf7,"eval-remove-env-from-runner (#2191)

Auto-generated PR for branch: eval-remove-env-from-runner
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Removed the activate-environment option from the eval workflow and added
detailed environment and dependency logging to help with debugging.

- **Improvements**
- Added steps to log Python and Playwright environments, installed
packages, and key environment variables.
- Switched Playwright browser installation to run inside the UV
environment.

<!-- End of auto-generated description by cubic. -->","['dc3a353302af372903036f26ea099a8734315f6e', 'b271370f8193190e572a2c7f42066dc48588f5a1']",True,[]
32303e156c82c7375ba20c623dc88c42e503bab0,Add debug steps to eval workflow for repository structure and dependency checks,['b271370f8193190e572a2c7f42066dc48588f5a1'],False,['.github/workflows/eval.yaml']
aed40b2448de49537d2cdb6358e3d95d98ac7347,"eval-runners-logging (#2192)

Auto-generated PR for branch: eval-runners-logging
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Added debug steps to the eval workflow to print repository structure and
check for key files during runs. This helps diagnose issues with
dependency setup and file locations.

<!-- End of auto-generated description by cubic. -->","['c9fe4c6f505bd70a0d524bd85ec33d5e5767fcf7', 'c630cc850ceb4a7ded1476857a298b68cce8f1b5']",True,[]
e00d32254105d8693af0efcf69f3924ff81bf0f8,"eval-runners-disable-cache (#2193)

Auto-generated PR for branch: eval-runners-disable-cache
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Disabled caching in the eval workflow setup to avoid errors since
uv.lock is not present in the repository.

- **Refactors**
  - Removed unused debug steps and cache configuration for uv.

<!-- End of auto-generated description by cubic. -->","['aed40b2448de49537d2cdb6358e3d95d98ac7347', 'fb890660cae48471cb0c2fc21d5fe8901b009335']",True,[]
cec3383552677372d3b7120b170533b5dd5d40c1,"eval-runners-cache-enable (#2194)

Auto-generated PR for branch: eval-runners-cache-enable
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Enabled caching for Python dependencies in the eval workflow to speed up
installs and reduce repeated downloads.

- **Dependencies**
  - Turned on cache for pyproject.toml and requirements files.
  - Set a custom cache suffix for eval dependencies.

<!-- End of auto-generated description by cubic. -->","['e00d32254105d8693af0efcf69f3924ff81bf0f8', '035fba1f29da259051fbe0e3faae0d0f9c301a83']",True,[]
c891af4ad11e4dbfc84a40f229948fbb9a033997,"Update eval workflow to use ubuntu-latest and streamline dependency installation

- Changed runner from Blacksmith to ubuntu-latest for improved compatibility.
- Updated setup-uv action to use astral-sh/setup-uv@v6.
- Simplified dependency installation steps by removing unnecessary verification and debug outputs.
- Adjusted Playwright version detection and caching actions for better performance.",['188162f32508ce881be71759aa7b6966deb37a39'],False,['.github/workflows/eval.yaml']
8f712cdfb7a674f7dad03ab28be07e721130adce,"eval-back-to-github-actions (#2196)

Auto-generated PR for branch: eval-back-to-github-actions
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Updated the eval workflow to use ubuntu-latest, switched to the latest
setup-uv action, and removed extra debug and verification steps for a
faster, simpler run.

- **Refactors**
  - Replaced Blacksmith runner with ubuntu-latest.
  - Switched to astral-sh/setup-uv@v6.
  - Simplified Playwright version detection and caching.
  - Removed verbose environment checks and debug output.

<!-- End of auto-generated description by cubic. -->","['188162f32508ce881be71759aa7b6966deb37a39', 'c891af4ad11e4dbfc84a40f229948fbb9a033997']",True,[]
86e02752fa79d4af585c3b69ed4b4d5babe48ff2,"Refactor error categories in judge_system.py for clarity and organization

- Renamed and reorganized error categories for better readability and understanding.
- Added new error categories: LOGIN_FAILED, LLM_CALL_ERROR, WAIT_TOO_SHORT, BROWSER_CRASHES, and ELEMENT_INTERACTION_ERROR.
- Removed deprecated categories and consolidated related ones.
- Updated documentation to clarify the purpose of each error category and provided actionable improvement tips.",['71291679cc6636f69aac70cf4f6d7e51a1c38620'],False,['eval/judge_system.py']
84812c352f894e810ed5c8bc3c09477ca0e973d6,"eval-judge-error-categories (#2202)

Auto-generated PR for branch: eval-judge-error-categories
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Refactored and reorganized error categories in judge_system.py to
improve clarity, add missing cases, and update documentation for better
guidance.

- **Refactors**
  - Renamed and consolidated error categories for easier understanding.
- Added new categories: LOGIN_FAILED, LLM_CALL_ERROR, WAIT_TOO_SHORT,
BROWSER_CRASHES, ELEMENT_INTERACTION_ERROR.
  - Removed unused or redundant categories.
- Updated in-code notes and tips to clarify usage and provide actionable
suggestions.

<!-- End of auto-generated description by cubic. -->","['71291679cc6636f69aac70cf4f6d7e51a1c38620', '86e02752fa79d4af585c3b69ed4b4d5babe48ff2']",True,[]
257d46c2537301d2c35966a2a2ad6814ea7c4f0a,"Fix name not defined in example in agent-settings.mdx

Changed
""true"" to ""True"" to avoid name error

Error I got with old version: ""name 'true' is not defined""""",['84812c352f894e810ed5c8bc3c09477ca0e973d6'],False,['docs/customize/agent-settings.mdx']
1c3a24f1f26b58d7d10ee2dc7b043dd06c5c7687,fix,['8a16a31c809b08fa8b92bbd91b4ed36718102f07'],False,"['browser_use/agent/system_prompt.md', 'browser_use/agent/system_prompt_no_thinking.md']"
6951605ec28c2397811090c502aa9ae8585b94f4,fix,['fc1d44cf879e97421521a5cfd5d54599a253b617'],False,['eval/judge_system.py']
385dedde77482e444fc03bcf7dd69dc1b9011247,fix screenshot clip errors at end of scroll,['db5f04f1d44ee95f0e8bfc71de706d8bbf77f535'],False,['browser_use/browser/session.py']
006a836ad7833fb4debb67d969af629143cb7a48,"Add Cloudflare challenge as captcha error (#2216)

Add Cloudflare challenge as captcha error in judge system
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Updated the error category description to clarify that Cloudflare
challenges and other anti-bot protections are treated as captcha errors.

<!-- End of auto-generated description by cubic. -->","['db5f04f1d44ee95f0e8bfc71de706d8bbf77f535', 'd56556a3661f15d5e606536c4f059200f308aa2c']",True,[]
48fad20d10e08174fe8edd30d31cf6a4f6d4f207,Merge branch 'main' into patch-1,"['257d46c2537301d2c35966a2a2ad6814ea7c4f0a', '006a836ad7833fb4debb67d969af629143cb7a48']",True,[]
c2c22dd5bf385406b4c314fdef900c502253dc57,"Fix name not defined error in example in agent-settings.mdx (#2203)

Changed
""true"" to ""True"" to avoid name error

Error I got with old version: ""name 'true' is not defined""""
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Fixed a Python example in the agent-settings documentation by changing
""true"" to ""True"" to prevent a name error.

<!-- End of auto-generated description by cubic. -->","['006a836ad7833fb4debb67d969af629143cb7a48', '48fad20d10e08174fe8edd30d31cf6a4f6d4f207']",True,[]
9ceb36a84e7b146814022bd274926e4aad5a848e,Merge branch 'main' into fix-screenshot-clip,"['6170953b5e0c17aa264119f066bc2105f9711a4f', 'c2c22dd5bf385406b4c314fdef900c502253dc57']",True,[]
e2f7670f7bcb5ea3014043d9f4629e7b01f8959d,Merge branch 'main' into fix-screenshot-clip,"['d9943ef33646ede9e3ff5cf9ecef6cb87fc13eeb', 'a9d74815a5a97f13f39b031dea5ac8dad1217d2e']",True,[]
d67631be72f341c83afa8c8569f7a8a73d5894b0,Fix screenshot clip errors at end of scroll height (#2214),"['a9d74815a5a97f13f39b031dea5ac8dad1217d2e', '6a5e86204b490330b8d4ac39c3f5e9664d3477b3']",True,[]
4e2b5b2f5c18ab9f6f3d1d57980eedc2ac7fbb30,Fix typo in evaluation workflow runner name from '16-cores' to '16-core',['bd45b185085bfb183668122683210c57a4d3d508'],False,['.github/workflows/eval.yaml']
103d69be8b7a92206ad8b80b67dca5ddfc49df31,"eval-runner-name (#2221)

Auto-generated PR for branch: eval-runner-name
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Fixed a typo in the evaluation workflow to use the correct runner name
'ubuntu-latest-16-core'.

<!-- End of auto-generated description by cubic. -->","['d67631be72f341c83afa8c8569f7a8a73d5894b0', '022474eb6eba686ed2234a54bd1dade2c8a13d60']",True,[]
c5faf50bfb63a7df20f41a490840c8ff0fba7cf1,fixed duplicate text bug,['6bad3b310c51b3bee9293004bfc30d3354930d3f'],False,"['browser_use/dom/playground/extraction.py', 'browser_use/dom/views.py']"
3b53e8b495786bca978b073f37b4d2b412151329,fix linter,['9f1e1bd929f24c15a85450be0835ca82fa187cd2'],False,['browser_use/cli.py']
4e7cf3a964dda4158e049f8f08411914c01bdaae,Update model names for gemini-2.5 to remove preview suffixes in service.py,['729fc798ca826c94158a09f3513d932789dfff56'],False,['eval/service.py']
03a636b6d934c2da05c5f3baecab425b67b88342,"Update model names for gemini-2.5 to remove preview suffixes in servi… (#2228)

…ce.py
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Updated the model names for gemini-2.5-pro and gemini-2.5-flash to
remove preview suffixes and use the latest stable names.

<!-- End of auto-generated description by cubic. -->","['bfb0fae642257e708c2b1d8e39e862591442ed6f', '4e7cf3a964dda4158e049f8f08411914c01bdaae']",True,[]
76a8885c74c7c5099239c9342ea15a61bbf59cba,ability to add patchright to extraction script,['6de2a103ad7c4939da1057acca0a41d1129c3fb5'],False,['browser_use/dom/playground/extraction.py']
b290e64b86f81cb83b2a185c1480cbe4fd0bf889,fix types,['6bdb4d59201c468bf69d4c903e0a9800329857a0'],False,['browser_use/llm/openai/chat.py']
bd776c6e60fe806419d6837e18b2ae29f8c65e3a,"Fix tab info retrieval to preserve real URLs and improve LLM context

Co-authored-by: mamagnus00 <mamagnus00@gmail.com>",['b7f461c904999a50d323798aef2978c43f0c9c97'],False,"['browser_use/browser/session.py', 'bug_analysis.md', 'fix_summary.md']"
fbd3a11737d61e3e2e8b0f0931de5f3fdf37b2f4,fix,['b290e64b86f81cb83b2a185c1480cbe4fd0bf889'],False,['browser_use/llm/openai/chat.py']
b37f5294c58ccbe9cb308370bedebd2318c49d18,fix,['fbd3a11737d61e3e2e8b0f0931de5f3fdf37b2f4'],False,['browser_use/llm/openai/chat.py']
0d781ce20ce3a4e97625542d3158aaf2d6e216d3,"fix (#2241)

Fixed a bug where the reasoning_effort parameter was sent to all models.
Now it is only sent to supported models.","['fc98494b008ec20148ad8aa325bf1c207ecd4940', 'b37f5294c58ccbe9cb308370bedebd2318c49d18']",True,[]
bba5b6fbb500897770c377961056e1b4aa99d74c,"Quick fix for eval (#2246)

Fixed the evaluation service so that both 'gpt-o4-mini' and 'gpt-o3'
models use temperature 1 as required.","['5a42354d53637c57415ffdbd109dadb454947e24', '3a5f43bb3fa8a9af0548fb35a2ea69b58c12091a']",True,[]
fe3fe67d50ae693c1a546b464aae53aec9e06ff6,"Refactor evaluation stages in service.py

- Moved the formatting and evaluation stages outside the browser session block to ensure they are executed regardless of session state.
- Updated error handling for evaluation and server save stages to maintain consistent logging and task result management.
- Ensured that server save attempts are always made, improving reliability in task completion.",['44a180f716f913ace508b1a0da4fd3e20885dbb5'],False,['eval/service.py']
d5ee99d91d82c76812bbb00c7c8fd2f704086b69,fixed nasty error with null values,['ef1f74fd4050c914a45398abf92366a97eff101c'],False,['browser_use/dom/dom_tree/index.js']
0cbda40a2cc9318ec694dc7cf2801f14c05277e7,"Enhance evaluation workflow with improved runner ID generation and progress tracking

- Added support for dynamic runner ID generation that aligns with GitHub Actions patterns, incorporating start index from environment variables.
- Updated the evaluation script to send detailed progress updates, including task range and total assigned tasks, to the tracking API.
- Improved error handling and logging for runner registration and completion updates to ensure reliability during evaluations.",['fe3fe67d50ae693c1a546b464aae53aec9e06ff6'],False,"['.github/workflows/eval.yaml', 'eval/service.py']"
5b6a00032caadb4787c10c260e270fe9fe624536,"Enhance evaluation workflow with validation and error handling improvements

- Added validation for START_INDEX and TOTAL_TASKS to ensure they are numeric, with default values set to prevent errors.
- Improved logging for task range calculations and runner ID generation, including warnings for non-numeric inputs.
- Enhanced evaluation output handling with comprehensive error capture and logging, ensuring better debugging information is available.
- Implemented checks for the existence of evaluation logs and provided statistics for better visibility into evaluation outcomes.",['2f8da485b139ea4b0c9a3f587e158e8d8ff7d087'],False,['.github/workflows/eval.yaml']
3b0f0d7cb9568109e49e0c98a544f78c06a554d5,"eval-runner-status-updates (#2256)

Auto-generated PR for: eval-runner-status-updates
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Added runner progress tracking to the evaluation workflow, sending
status updates to the backend at key stages and on completion.

- **New Features**
- Workflow now registers runner start and completion status with the
backend API.
- Service code sends progress updates for each task stage, including
errors.

<!-- End of auto-generated description by cubic. -->","['f5a4c755793762590dd280317205a65e93e53d24', '5b6a00032caadb4787c10c260e270fe9fe624536']",True,[]
5bb3bfc03b683dcbc4a976268dd1b0c4b663aa76,"Refactoring dom process tree script (#2258)


    
<!-- This is an auto-generated description by cubic. -->

## Summary by cubic
Refactored the DOM processing tree to simplify element extraction,
improve attribute handling, and remove unnecessary performance metrics
and optimizations.

- **Refactors**
- Cleaned up and streamlined DOM tree code, removing debug metrics and
redundant logic.
- Improved clickable element string formatting and attribute
deduplication for token efficiency.
  - Updated file system to only create `todo.md` by default.
- Adjusted tests and documentation to match new file system and DOM
extraction behavior.

<!-- End of auto-generated description by cubic. -->","['3b0f0d7cb9568109e49e0c98a544f78c06a554d5', 'db4423ead8cc59af3327640b5dbc6a42b4a7b14f']",True,[]
e327565d5f2278a3a44d1eb9271287d13ae8e3bf,lint fixes,['5f697d97bde859df38854b1925f863f1fe71e2a7'],False,"['browser_use/integrations/gmail/__init__.py', 'browser_use/integrations/gmail/actions.py', 'browser_use/integrations/gmail/service.py', 'examples/integrations/gmail_2fa_integration.py', 'lambda/gmail-token-manager/README.md', 'lambda/gmail-token-manager/create_deployment_zip.py']"
39599b6dd075a4b789c8df141d777c7134261cbd,fix linter,['e1a6f6c31c22cd309e5fd1aac411c1cbc1d41155'],False,['browser_use/llm/groq/chat.py']
91c6b95af012a699150537e661bfe7e33144ae02,"Fix browser use library output (#2260)

Replaced use of SchemaOptimizer with direct model JSON schema generation
in the Groq chat.","['5bb3bfc03b683dcbc4a976268dd1b0c4b663aa76', '39599b6dd075a4b789c8df141d777c7134261cbd']",True,[]
ed9ab095525e1600ba27a8ec66b3038b57ccc90a,"fix: groq model config (#2261)

Fix groq model config to use service_tier auto
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Updated Groq model configs to use the correct provider and set
service_tier to auto for all Groq models.

- **Bug Fixes**
  - Fixed provider field for Groq models.
  - Added service_tier: auto to Groq model configs.
  - Updated model loading to use ChatGroq with service_tier support.

<!-- End of auto-generated description by cubic. -->","['91c6b95af012a699150537e661bfe7e33144ae02', '58ed5da177aea1df984042bd374c52ce8d2ddfb5']",True,[]
8beabf6970f3ad5ae92373ca34c076e4901a1be5,fix typing,['e8db375401582cc83bc1d4d86cdb0ec84dfb4576'],False,['eval/service.py']
1e13c0e03f2cb4b70e045403c6e5d80e1e91d4c4,linting fixes,['be003bd5200748237aed0fd35c6e664516b762fa'],False,"['.gitignore', 'browser_use/integrations/gmail/__init__.py', 'browser_use/integrations/gmail/actions.py', 'browser_use/integrations/gmail/service.py', 'eval/service.py', 'examples/integrations/gmail_2fa_integration.py']"
335ee6133adfbbe4800fe6213307aca0d2e2db65,fix: updated the storage_state issue,['e7bfffc5668f12730442d61fb6d8bdfd01e3af43'],False,['eval/service.py']
055733e8e9dee1db096f02aaeaac58590af5dabf,linting fixes,['335ee6133adfbbe4800fe6213307aca0d2e2db65'],False,['eval/service.py']
1bfef7ac91fd636cda2487997026dd85d62f9f65,lint fixes,['055733e8e9dee1db096f02aaeaac58590af5dabf'],False,['eval/service.py']
673f342067a8edb363513962b125893f9f65551b,added some debug for the run,['1bfef7ac91fd636cda2487997026dd85d62f9f65'],False,"['.github/workflows/eval.yaml', 'eval/service.py']"
e15382cc34cecc132f9aef0b9695abce69282f0b,"Update eval.yaml (#2270)


    
<!-- This is an auto-generated description by cubic. -->

## Summary by cubic
Added support for passing a Gmail 2FA token to the eval workflow and
improved command construction and debugging for this parameter.

- **New Features**
- Accepts a Gmail 2FA token from the workflow payload and adds it to the
command if present.
- Prints debug info for the Gmail 2FA token and command string to help
with troubleshooting.

<!-- End of auto-generated description by cubic. -->","['4c1b79cde5bc81f688904fbf05cc8bfefe8d1103', '20f66b9fc77ba6d1873464a26c0b2eb9dea0a04a']",True,[]
05ef50fdf1c8878ebfce887f86fe61b35a952cdb,add thinking budget to gemini and fix evals,['0bb8e55456834da53f5446af5175c318c0dc6c91'],False,"['browser_use/llm/google/chat.py', 'eval/service.py']"
0d6d759c5cd0307609ae2eb7733f471e19692af8,hotfix,['05ef50fdf1c8878ebfce887f86fe61b35a952cdb'],False,"['browser_use/llm/google/chat.py', 'eval/service.py']"
9f41a166aca6f45552ce487e33bf23af6ecae7e4,bugfix,['0d6d759c5cd0307609ae2eb7733f471e19692af8'],False,['eval/service.py']
